Name
#ALB - Albemarle Corporation
#ALT - Altimmune
#AMTX - Aemetis
#AMZN - Amazon
#ANA - Acciona
#APPN - Appian
#APTV - Aptiv PLC
#ASRT - Assertio Holdings
#ATOS - Atossa therapeuthics 
#AQMS - Aqua Metals Inc
#ANLS - Empresas analizadas en la que se suman opiniones de todos
#ASTI - Ascent Solar (#ANLS)
#AZN - AstraZeneca 
#BA - Boeing
#BABA - Alibaba Group
#BCRX - BioCryst Pharmaceuticals
#BIOL - Biolase Inc.
#BLNK - Blink Charging Co
#BNGO - Bionano Genomics
#BSRC - BioSolar
#BUSCAR - Buscar usuarios en telegram
#BYD - BYD CO.
#CALENDARIO - Fechas importantes
#CCIV - Churchill Capital Corp IV 
#CLNE - Clean Energy Fuels Corp
#CLOV -  Social Cap. Hedosophia Holdings Corp. III (TICKER modificado tras la fusión anterior IPOC)
#CRSR - Corsair Gaming
#CRWD - Crowdstrike holdings
#CSIQ - Canadian Solar
#CURI - CuriosityStream
#DAI - Daimler AG
#DFLYG - Draganfly inc.
#EBAY - Ebay
#EBON - Ebang International Holdings Inc
#FD - Facedrive
#FCEL - FuelCell Energy Inc
#FSR - Fisker Inc.
#FSRX - Foresight Aut. Holdings ADR (#INFM)
#GEVO - GEVO inc
#GIK - GigCapital3 Inc (#ANLS)
#GOOGL - Alphabet inc
#GRE - Grenergy renovable
"#GSTA - Globalstar, Inc."
#HCNDA - Información sobre Hacienda
#HEPA - Hepion Pharmaceuticals 
#HMI - Huami Corp (#ANLS)
#HVBTF - hive block chain
#HYSR - Sunhydrogen Inc
#IAG - International Airlines Group 
#IBE - Iberdrola
#IDEX - Ideanomics Inc (#ANLS)
#INFOGR - Información General
#INFM - Informes de acciones
#ITRM . Iterum Therapeutics PLC
#IPOC - Social Cap. Hedosophia Holdings Corp. III
#JD - JD.com
#JMIA - Jumia Techonologies 
#KXIN - Kaixin auto holdings 
#KNDI - Kandi Technologies
#LI - Li auto inc
#LKCNY - Luckin COffee
#LMND - Lemonade Inc (#INFM)
#MARA - Marathon patent group
#MSFT - Microsoft
#MRNA - Moderna
#MP - Mp Materials Corp
#NFLX - Netflix 
#NIO - Nio inc
#NIU - Niu technologies
#NNDM - Nano Dimension Ltd - ADR (#ANLS)
#NOTICIAS - Noticias de diarios con acceso gratuito 
#NKLA - Nikola Corporation
#OPTT - Ocean Power Techn
#PHM- Pharma Mar.
#PLIN - China Xiangtai Food Co Ltd
#PLRTF - Plymouth Rock Technologies Inc
#PLTR - Palantir 
#PLUG - Plug Power Inc
#QS - Quantumscape
#QCOM - Qualcomm
#RGEN - Regeneron Pharmaceuticals
#RWLK - ReWalk Robotics Ltd
#SEDG - SolarEdge Technologies
#SGBX - SG Blocks
#SGREN - Siemens gamesa
#SLR - Solaria Energía y Medio Ambiente
#SNAP - Snapchat
#SOL - Renesola
#SOLO - Electra Meccanica
#SOLPW - Soltec Power Holdings S.A
#SRAC - Stable road acquisition
#TLRY - Tilray inc
#TSLA - Tesla
#THBR - Thunder Bridge Acq. II (#INFM)
#UBER - Uber
#VISL - Vislink Technologies 
#VITL - Vital farms
#WATT - Energous Corporation
#WIMI - WiMi Hologram Cloud Inc - ADR (#ANLS)
#WKHS - Grupo Workhorse
#XPEV - XPENG
#ZENA - Zenabis
#ZOM - Zomedica Pharmaceuticals
